Taxon,Species,Genus,Family,Museum Number,Locality,Continent,Country,lat,lng,Latlng_Precision,Group,Formation,Member,Formation_Notes,Age,max_stage,min_stage,Original Order,Finalised_lith,Lithology,Finalised_grainsize,Grain Size,Specimen Info. I eventually stopped recording this.,Publication. I also eventually stopped recording this.,Notes,Preservational State/Notes,More Notes,Strat Citation,,Subperiod,Preservation Score,Description,Period,x,Museum,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Cidaris"" selandica",?,?,?,"? (Smith, 1994)","Nevado Acotambo, Northern Peru, Ned NA-8",South America,Peru,-8.775,-77.12,Minutes,,Chambar Formation,,Chambar Formation,Norian,Norian,Norian,2826,,,,,,,,,,,,,1,spines,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"?""Cidaris"" alata",?,?,?,"? (Smith, 1994)","Nevado Acotambo, Northern Peru, Ned NA-8",South America,Peru,-8.775,-77.12,Minutes,,Chambar Formation,,Chambar Formation,Norian,Norian,Norian,2827,,,,,,,,,,,,,1,spines,Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,MBE 0058,"Las Palmas bei Gachala Dept. Cundinamarca, Kolumbien",South America,Colombia,4.448234,-73.41774,Seconds,,,,Mississippian,,,,2268,Siliciclastic,Siliciclastic,Siltstone,Siltstone,,,Unter Karbon 1,,,,,Mississippian,2,(ambulacra + interambulacral plates),Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnanechinus luopingensis,luopingensis,Yunnanechinus,Proterocidaridae,LPI-32321,"Luoping Biota, Yunnan Province, China",Asia,China,24.756261,104.3855,Minutes,,Guanling Formation,,Middle Anisian (Pelsonian) Guanling Formation,Anisian,Anisian,Anisian,2509,Carbonate,Carbonate,Mudstone,mudstone,,,,,,Thompson et al. 2018,,NA,5,"(ambulacra, interambulacral plates, apical plates, spines",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnanechinus luopingensis,luopingensis,Yunnanechinus,Proterocidaridae,LPI-2638,"Luoping Biota, Yunnan Province, China",Asia,China,24.756261,104.3855,Minutes,,Guanling Formation,,Middle Anisian (Pelsonian) Guanling Formation,Anisian,Anisian,Anisian,2510,Carbonate,Carbonate,Mudstone,mudstone,,,,,,Thompson et al. 2018,,NA,5,"(ambulacra, interambulacral plates, apical plates, spines",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnanechinus luopingensis,luopingensis,Yunnanechinus,Proterocidaridae,LPI-61163,"Luoping Biota, Yunnan Province, China",Asia,China,24.756261,104.3855,Minutes,,Guanling Formation,,Middle Anisian (Pelsonian) Guanling Formation,Anisian,Anisian,Anisian,2511,Carbonate,Carbonate,Mudstone,mudstone,,,,,,Thompson et al. 2018,,NA,5,"(ambulacra, interambulacral plates, apical plates, spines",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnanechinus luopingensis,luopingensis,Yunnanechinus,Proterocidaridae,LPI-61701A-B,"Luoping Biota, Yunnan Province, China",Asia,China,24.756261,104.3855,Minutes,,Guanling Formation,,Middle Anisian (Pelsonian) Guanling Formation,Anisian,Anisian,Anisian,2512,Carbonate,Carbonate,Mudstone,mudstone,,,,,,Thompson et al. 2018,,NA,5,"(ambulacra, interambulacral plates, apical plates, spines",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemipedina hudsoni,hudsoni,Hemipedina,Pedinidae,NHMUK E76154,"Wadi Milaha, Trucial Coast",Asia,United Arab Emirates,25.780544,56.091962,Minutes,Elphinstone Group,Sumra Formation,,"Elphinstone Group, Sumra Formation",Rhaetian,Rhaetian,Rhaetian,2790,,?,,?,,,,,,,,,4,"ambs, interambs",Triassic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet (Archaeocidaris sp.),?,?,Archaeocidaridae,550355,"Southwest of Gaptank, Brewster County, Texas",North America,USA,30.14529,-102.739058,Minutes,,Gaptank Formation,,Gaptank Formation,Virgilian,Gzhelian,Gzhelian,970,Carbonate,Carbonate,Packstone,Packstone,,,"Middle of Upper Gaptank Formation, Permian",,,,,Pennsylvanian,1,spine,Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet (Archaeocidaris sp.),?,?,Archaeocidaridae,550603,"Probably in the vicinity of Gap Tank, Glass Mountains, Pecos County",North America,USA,30.217128,-102.643781,Minutes,,Gaptank Formation,,Gaptank Formation,Virgilian,Gzhelian,Gzhelian,966,,?,,?,,,,,,,,Pennsylvanian,1,spine,Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,508276-508277,"NW of Dugout Mountain, 30.228, -103.433, Payne Ranch, Brewster County, Texas",North America,USA,30.228,-103.433,Seconds,,,,Pennsylvanian-Permian,,,,974,,?,,?,,,,,,,,,1,interamb plates,,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,575442,"East side of the tallest of three small outliers in fromt of the Wolf Camp Hills, low on the slope, Glass Mountains, 3 mi SSE of the old Word Ranch, 3.5 mi NW of Kincaid Ranch, Brewster County, Texas, USA",North America,USA,30.353444,-103.121922,Seconds,,,,,,,,963,,?,,?,,,,,,,,,1,spines and interambs,,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,550250-550265,"Wolfcamp, Bed 9, Glass Mountains, Brewster County, Texas",North America,USA,30.3542,-103.128,Seconds,,Gaptank Formation,,Gaptank Formation,Virgilian,Gzhelian,Gzhelian,979,,?,,?,,,,,,,,Pennsylvanian,1,interamb plates and spines,Pennsylvanian,,Yale Peabody Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eotiaris guadalupensis,guadalupensis,Eotiaris,Miocidaridae,USNM 610604,"USNM 716x is 1.5 miles north 20° west of Hess Ranch, 12 1.03 miles north 63° east of hill 5801, Hess Canyon quadrangle. Both of these localities were originally regarded as Wordian, however, Cooper & Grant19 13 updated the age of 716x to Roadian.",North America,USA,30.413543,-103.246283,Minutes,,Road Canyon Formation,,Road Canyon Formation,Roadian,Roadian,Roadian,2529,Carbonate,Carbonate,,?,,,,,,"Kier, 1965; Thompson et al. 2015, Wu et al. 2020",,-,3,Interambulacra,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet,?,?,Archaeocidaridae,USNM 136498,"Southwest slope and crest of low hill 3.7 miles N 36D (airline) of Hess ranch house, Hess Canyon Quadrangle, Texas",North America,USA,30.422842,-103.200545,Minutes,,Word Formation,,Word Formation (about middle of limestone no. 2),Wordian,Wordian,Wordian,2532,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,1,disarticulated spine,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidesthes sp.,sp.,Lepidesthes,Lepidesthidae,USNM Acc 270851b,"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama",North America,USA,30.430437,-88.182837,Seconds,,Bangor Limestone,,Bangor Limestone,Visean or Serpukhovian,Visean,Serpukhovian,673,Carbonate,Carbonate,Wackestone,Wackestone,,None,"About 20-30 ft. above the Hartselle ss. Low road, cut on B&O Drive about 2 mi. West of Highway 31, Bangor, Blount Co., Alabama Central Southern 1/2, SE 1/4, Sec 22, T125, R2W Nectar Quadrangle, Alabama",,,Zeng et al. 2013,,Mississippian,,,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,USNM Acc 270851c,"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama",North America,USA,30.430437,-88.182837,Seconds,,Bangor Limestone,,Bangor Limestone,Visean or Serpukhovian,Visean,Serpukhovian,674,Carbonate,Carbonate,Packstone,Packstone,,None,,,,Zeng et al. 2013,,Mississippian,,,Mississippian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lepidesthes sp.,sp.,Lepidesthes,Lepidesthidae,USNM Acc 270851b,"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama",North America,USA,30.430437,-88.182837,Seconds,,Bangor Limestone,,Bangor Limestone,Visean or Serpukhovian,Visean,Serpukhovian,1048,Carbonate,Carbonate,Wackestone,Wackestone,,,"About 20-30 ft. above the Hartselle ss. Low road, cut on B&O Drive about 2 mi. West of Highway 31, Bangor, Blount Co., Alabama Central Southern 1/2, SE 1/4, Sec 22, T125, R2W Nectar Quadrangle, Alabama",,,Zeng et al. 2013,,Mississippian,4,"Ambs, interambs",Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris sp.,sp.,Archaeocidaris,Archaeocidaridae,USNM Acc 270851c,"Sh. Zone about 20 ft above floor of old quarry about 2.5 miles SE of Turney Crossroads and 2.5 Miles South of intersection Alabama Highways 36 and 67. Center of line between NE 1/4 sec 20 and NW 1/4, Sec 21, T7S, R2W, Somerville Quadrangle Alabama",North America,USA,30.430437,-88.182837,Seconds,,Bangor Limestone,,Bangor Limestone,Visean or Serpukhovian,Visean,Serpukhovian,1049,Carbonate,Carbonate,Packstone,Packstone,,,,,,Zeng et al. 2013,,Mississippian,2,(ambulacra + intermbulacral plates),Mississippian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidarid indet,?,?,Archaeocidaridae,USNM 136497,"0.2 miles west of junction in Hess Canyon with south branch of Hess Canyon, Hess Canyon Quadrangle, Texas",North America,USA,30.449676,-103.209836,Seconds,,Word Formation,,"Word Formation (between limestone no. 3 and limestone no. 4), Limestone in upper part of Word",Wordian,Wordian,Wordian,2531,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,1,disarticulated spine,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eotiaris guadalupensis,guadalupensis,Eotiaris,Miocidaridae,USNM 136499,"0.2 miles west of junction in Hess Canyon with south branch of Hess Canyon, Hess Canyon Quadrangle, Texas",North America,USA,30.449676,-103.209836,Seconds,,Word Formation,,"Word Formation (between limestone no. 3 and limestone no. 4), Limestone in upper part of Word",Wordian,Wordian,Wordian,2533,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,1,disarticulated spines,Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenechinus parvus,parvus,Xenechinus,Cravenechinidae,USNM 136486,"Bed 9 of Cooper, From Limestone block on slope just south of forks of canyon, 0.4 miles N81degrees W of hill 5060, Wolf Camp Hills, Hess Canyon Quadrangle",North America,USA,30.474049,-103.196806,Seconds,,Wolfcamp Formation,,Wolfcamp Formation,Asselian,Asselian,Asselian,2513,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,3,"Ambs, interambs",Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenechinus parvus,parvus,Xenechinus,Cravenechinidae,USNM 136487,"Bed 9 of Cooper, From Limestone block on slope just south of forks of canyon, 0.4 miles N81degrees W of hill 5060, Wolf Camp Hills, Hess Canyon Quadrangle",North America,USA,30.474049,-103.196806,Seconds,,Wolfcamp Formation,,Wolfcamp Formation,Asselian,Asselian,Asselian,2514,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,3,"Ambs, interambs",Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenechinus parvus,parvus,Xenechinus,Cravenechinidae,USNM 136488,"Bed 9 of Cooper, From Limestone block on slope just south of forks of canyon, 0.4 miles N81degrees W of hill 5060, Wolf Camp Hills, Hess Canyon Quadrangle",North America,USA,30.474049,-103.196806,Seconds,,Wolfcamp Formation,,Wolfcamp Formation,Asselian,Asselian,Asselian,2515,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,3,"Ambs, interambs",Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenechinus parvus,parvus,Xenechinus,Cravenechinidae,USNM 136505,"Bed 9 of Cooper, From Limestone block on slope just south of forks of canyon, 0.4 miles N81degrees W of hill 5060, Wolf Camp Hills, Hess Canyon Quadrangle",North America,USA,30.474049,-103.196806,Seconds,,Wolfcamp Formation,,Wolfcamp Formation,Asselian,Asselian,Asselian,2516,Carbonate,Carbonate,,?,,,,,,"Kier, 1958",,-,3,"Ambs, interambs",Permian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proterocidaris belli,belli,Proterocidaris,Proterocidaridae,?,"4.7 mi East of Junction Momard Kimble & Mason Lines, 1.7 Mi N of Llano River, Texas",North America,USA,30.677512,-99.484857,Minutes,,Marble Falls Formation,,Marble Falls Formation,Moscovian,Moscovian,Moscovian,1316,Carbonate,Carbonate,Mudstone,mudstone,Marble Falls Limestone,,,,,"Wood, 2013 Thesis",,Pennsylvanian,3,(ambulacra + intermbulacral plates),Pennsylvanian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echinoid indet (Archaeocidaris sp.),?,?,?,USNM 118171,"Van Horn, Texas, Delaware Mts.",North America,USA,31.040348,-104.840614,Minutes,Delaware Mountain Group,Delaware Mountain Formation,,Delaware Mt. Formation,Roadian to Capitanian,Roadian,Capitanian,1025,,?,,?,,,,,,"Anthony, J.M., 2015. Provenance of the Middle Permian, Delaware Mountain Group: Delaware basin, southeast New Mexico and West Texas (Doctoral dissertation, Texas Christian University); Menning, M., Alekseev, A.S., Chuvashov, B.I., Davydov, V.I., Devuyst, F.X., Forke, H.C., Grunt, T.A., Hance, L., Heckel, P.H., Izokh, N.G. and Jin, Y.G., 2006. Global time scale and regional stratigraphic reference scales of central and west Europe, east Europe, Tethys, south China, and North America as used in the Devonian–Carboniferous–Permian Correlation Chart 2003 (DCP 2003). Palaeogeography, Palaeoclimatology, Palaeoecology, 240(1-2), pp.318-372.",,,1,(spines),Permian,,Smithsonian National Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeocidaris marmorcataractensis,marmorcataractensis,Archaeocidaris,Archaeocidaridae,TMM NPL64598 ,"Rough Creek, South of San Saba, San Saba County, Texas",North America,USA,31.121906,-98.57899,Minutes,,Marble Falls Formation,,Marble Falls Formation,Moscovian,Moscovian,Moscovian,477,Carbonate,Carbonate,Misc. Fine Grained,Fine Grained,Whole Test,Thompson et al. 2015,,,,"Wood, 2013, Thesis; Plummer 1947; Lee, 1970; Thompson, 1947",,Pennsylvanian,,,Pennsylvanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
